reg_code	age	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
53001	0	0.00549835007844305	0.00549835007844305	0.00598706242161363	0.00533235536409571	0.00561187415363713	0.00592619610015278	0.00576689402744948	0.00559279199445764	0.00542394608681638	0.0082886295134135	0.00802471831234107	0.00775598994140247	0.00719604062741264	0.00667651725989858	0.00722059294275898	0.00568885608355564	0.00383205080907952	0.00428792030096661	0.00478170626635244	0.00462157851043015	0.00448205345405362	0.00433196034470233	0.00638733433055808	0.00553593394765167	0.00476544694235014	0.0040800185350895	0.00415795860282298	0.00422334769815115	0.00413149550457432	0.00310594321477989	0.00447140471159102	0.00630090055255788	0.00434491252840515	0.00958964576627932
53001	1	0.000470450104524827	0.000470450104524827	0.000502828968439316	0.000459311321050055	0.000478025629718594	0.000498828758369872	0.000488316425426692	0.000476754623489169	0.000465466568771855	0.000648401427144858	0.000632207157373567	0.000615597319476187	0.000580575635292537	0.000547546354786186	0.000582123423636378	0.000483143629541492	0.000354771786173631	0.000387352127433566	0.000421799973166263	0.000410718116376605	0.000400993599103714	0.000390458383547677	0.000528919279182976	0.000472961845496575	0.000420678463439304	0.000372476142734901	0.000378063945191292	0.00038273138797417	0.000376170590425515	0.00029990737131861	0.000400255068997909	0.000523316372279795	0.00039135392654792	0.000726671743496429
53001	2	0.000215660631372199	0.000215660631372199	0.000237288565723365	0.000208366901816563	0.000220664412197781	0.000234582763727945	0.00022751718104301	0.000219822458194293	0.000212387973976553	0.000341845209382786	0.000329653158559151	0.00031728889023843	0.000291695439634096	0.000268166431668596	0.000292812678269386	0.00022406460010397	0.000143808875762565	0.000163144910717987	0.000184374617541154	0.000177459297048631	0.000171457552031144	0.000165026710633498	0.000255165129991985	0.000217315822258393	0.000183671128719217	0.000154320724136419	0.000157624438799077	0.000160402642191971	0.000156501571642501	0.000113843261641446	0.000170998899609187	0.000251292990489907	0.000165584552371705	0.000402620875284537
53001	3	0.000174788282316172	0.000174788282316172	0.000190910393787331	0.000169323836963698	0.000178528870208956	0.000188899801856146	0.000183641139748351	0.000177899925524358	0.000172338200170947	0.000267424691044343	0.000258607397827855	0.000249639923449808	0.00023099089034811	0.000213735009554833	0.000231807532020369	0.000181066963312356	0.000120239493022068	0.000135090845014034	0.000151241860000611	0.000145997394777128	0.000141433045412335	0.000136528710804751	0.000204150613922416	0.000176026354642638	0.000150709045538587	0.00012831697857562	0.000130855466329642	0.000132986659399113	0.000129993302871894	9.67800563010798e-05	0.000141084526461736	0.000201288947410908	0.000136952654493155	0.000311034533662825
53001	4	0.000147862652734181	0.000147862652734181	0.000161071340419363	0.000143377489850506	0.000150930440815777	0.000159425981475681	0.000155120062086155	0.000150414757994032	0.00014585218132415	0.000223341089483672	0.000216196129262843	0.000208921917118838	0.000193768597775353	0.000179714364110826	0.000194432915150849	0.000153010912519447	0.000102872910829629	0.000115173333623611	0.000128503943412909	0.000124180253858828	0.000120413456393789	0.000116361982254137	0.000171893599225335	0.000148878257045552	0.000128064885024248	0.000109563590134552	0.000111666516092458	0.000113430965348115	0.000110952476933763	8.33027891109488e-05	0.000120125950180177	0.00016955638181161	0.000116711685094075	0.000258579381847567
53001	5	0.00012593601182609	0.00012593601182609	0.000137714032621162	0.000121947180129974	0.000128667457183362	0.000136244445133278	0.000132401760980196	0.000128208136510423	0.000124147338719565	0.000193776964553924	0.000187304154260036	0.00018072411464046	0.000167050291234674	0.000154411047231336	0.000167648768478576	0.000130521254636634	8.62021531746808e-05	9.69999291214255e-05	0.000108760598698081	0.000104939812921549	0.000101616003902219	9.80462094451702e-05	0.000147396670424251	0.000126839989273177	0.000108372342083108	9.20746264680795e-05	9.3920097633091e-05	9.54698784022623e-05	9.32932346856054e-05	6.91990726576456e-05	0.00010136216856803	0.000145303190913852	9.8354981519332e-05	0.000225831332101012
53001	6	0.000115487605894604	0.000115487605894604	0.000126133935936224	0.000111879009639487	0.000117957770388638	0.00012480625723713	0.000121333704444572	0.000117542437424302	0.000113869634648447	0.000176654556335626	0.000170833149228497	0.000164912478630286	0.000152599298791334	0.000141205481750185	0.000153138504209491	0.000119633829869631	7.94617130835198e-05	8.92707935537573e-05	9.9937620406559e-05	9.64740202009288e-05	9.34595340548499e-05	9.02204489130024e-05	0.000134876827040263	0.000116305192354214	9.95857369486453e-05	8.47967738812821e-05	8.64734103693655e-05	8.78810191282325e-05	8.59039658889946e-05	6.39651591927296e-05	9.3229359166185e-05	0.000132987214503631	9.05004369248908e-05	0.000205445449683232
53001	7	0.000109485788769309	0.000109485788769309	0.000119041907211049	0.000106236703604917	0.000111706864415624	0.000117852505872909	0.00011473854580997	0.000111333580552236	0.00010802966057379	0.000163880315999668	0.000158751115377517	0.000153525293182834	0.000142626053605414	0.00013250058505232	0.000143104256175074	0.000113212557519209	7.67833652965895e-05	8.57509119289443e-05	9.54457658277545e-05	9.23038502559169e-05	8.95646539286689e-05	8.66163347609799e-05	0.000126858593216963	0.000110221196579305	9.51268206635648e-05	8.16613485026263e-05	8.31947512692807e-05	8.44807920040814e-05	8.26741913506419e-05	6.24419266136178e-05	8.93556470061776e-05	0.000125171411926099	8.68705333890641e-05	0.000189126358465907
53001	8	0.00010436909604886	0.00010436909604886	0.000113291363062254	0.000101332081841248	0.000106444173264199	0.000112181648186854	0.000109275261595042	0.000106095483915936	0.000103008233913643	0.00015498292164411	0.000150226444717069	0.00014537724595805	0.000135252886652565	0.000125833607778828	0.000135697403602362	0.000107850428273203	7.37093244270491e-05	8.21385954725721e-05	9.12319838584683e-05	8.82870827543885e-05	8.57180356434681e-05	8.29511207181322e-05	0.000120579009173632	0.000105056254326567	9.09331265324466e-05	7.82945691158786e-05	7.97361869926415e-05	8.09447907596341e-05	7.92468698761554e-05	6.01665289757337e-05	8.55220710638518e-05	0.000119006786991986	8.31894306207221e-05	0.00017835325491337
53001	9	0.000100156307548935	0.000100156307548935	0.00010838954723415	9.73479992595352e-05	0.000102073378210179	0.000107366874432121	0.000104686673369415	0.000101751336995624	9.88983052681649e-05	0.000146571034454088	0.000142236381761102	0.000137812006914119	0.000128556799491754	0.00011992315521435	0.000128963679529599	0.000103371767927234	7.16486040735047e-05	7.95235467979524e-05	8.79855566260888e-05	8.52486964865495e-05	8.28583865114468e-05	8.02810110424999e-05	0.000115096552652868	0.000100791296774304	8.77079624480967e-05	7.59321945018371e-05	7.72795192695398e-05	7.84082790586083e-05	7.68223532830365e-05	5.88868517257887e-05	8.26761700997785e-05	0.000113650895067345	8.05025388837391e-05	0.000167800192639644
53001	10	9.96527031919783e-05	9.96527031919783e-05	0.00010733371637762	9.70242141993962e-05	0.000101444471477783	0.000106381599754176	0.000103883709801025	0.000101143621685256	9.84758074890125e-05	0.000142534508879704	0.000138569015730503	0.000134513941649422	0.000126005605606121	0.000118035442642414	0.000126380406900283	0.000102656846025564	7.27380162038905e-05	8.02283022093704e-05	8.82274785903793e-05	8.56455957662507e-05	8.33865651677427e-05	8.09463464988035e-05	0.000113564854778257	0.000100246415040299	8.79658259025348e-05	7.68115718345735e-05	7.80940427925769e-05	7.91672719321816e-05	7.7659107404949e-05	6.04281240974084e-05	8.32145604909152e-05	0.000112223656945028	8.115531564833e-05	0.00016185783579737
