country_code	reg_code	name	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
840	53	Washington	79.5463	79.7937	80.104	79.8907	80.2517	80.3277	80.1708	80.1736	80.4257	80.3241	80.5496	80.633	80.6637	80.9439	80.799	81.2059	81.6064	81.6102	81.5128	81.6514	82.1335	82.1336	82.4256	82.2339	82.5971	82.4466	82.3422	82.4334	82.6064	82.6549	82.6278	82.0354	81.1938	81.8348
840	53001	Adams	81.5206	81.5206	81.032	81.7118	81.3977	81.0837	81.2533	81.4229	81.5969	79.0254	79.236	79.4465	79.9063	80.3661	79.8916	81.3317	83.5127	82.918	82.3234	82.5013	82.6791	82.857	80.6496	81.4936	82.3377	83.1817	83.0873	82.9928	83.1135	84.6558	82.6945	80.7331	82.8363	78.0743
840	53003	Asotin	78.1814	75.8872	79.5505	79.6095	78.6525	78.881	81.2385	79.3185	78.7833	76.887	80.0343	80.3759	80.7174	81.2513	80.2695	80.9641	81.6586	82.8888	82.9864	80.8653	82.378	82.3303	80.7397	79.8928	80.0745	81.4217	78.9998	82.2864	82.8369	79.9046	81.4721	82.1733	79.2499	78.0345
840	53005	Benton	78.8625	79.6635	80.4196	79.5589	80.1134	80.0769	80.9492	79.0719	82.236	80.1565	81.4905	79.7296	79.7837	80.919	80.0572	82.5833	81.1459	80.7977	81.1399	81.422	81.6049	82.1548	81.9507	81.5525	82.2273	82.399	81.4666	82.0129	82.315	83.3024	82.5051	81.1669	80.6181	79.948
840	53007	Chelan	79.051	79.8985	79.3094	79.5606	81.1848	82.0471	81.2388	80.2953	81.135	79.6169	81.0105	81.6327	82.3377	81.1817	80.8442	82.9503	81.5428	82.158	81.6354	83.1066	82.7922	82.7762	82.1216	81.5674	83.8113	83.0747	83.0156	83.0999	83.2823	82.7489	82.9398	83.5597	82.1584	80.9394
840	53009	Clallam	80.0743	78.3442	79.2897	78.6577	79.4994	82.2242	79.6812	80.111	80.8384	79.7964	80.7889	82.2613	80.3889	80.8866	81.4181	79.8226	82.7847	81.2532	80.661	81.0967	80.9643	81.3101	81.3274	81.9082	82.6255	82.2619	81.3985	82.1962	80.7298	81.9116	81.0367	80.2751	80.3232	81.1938
840	53011	Clark	80.4708	79.9518	80.1592	79.7811	79.9111	79.1248	80.4128	80.309	80.2091	80.4552	79.8075	80.3118	80.3947	80.867	81.2136	80.3076	81.292	81.4802	81.8453	81.9965	81.7576	81.7072	82.1228	81.6566	82.6697	82.3623	82.3755	82.8283	82.7779	82.3461	82.8544	81.5824	81.2333	82.1522
840	53013	Columbia	81.8332	81.8332	81.8332	81.8332	81.8332	81.8332	81.8332	81.8332	81.8332	81.8332	82.5497	83.2663	83.9829	82.036	80.0891	80.9004	81.7118	82.5232	83.3346	83.469	83.6034	81.6023	79.6012	82.9932	83.8017	84.6102	85.4186	79.8677	76.3213	77.9639	79.6065	81.2491	81.2491	81.2491
840	53015	Cowlitz	78.0805	79.335	78.2426	78.5487	79.4307	78.5387	77.9052	78.488	78.1499	79.5586	78.1912	78.7093	78.8517	78.7639	79.5433	79.2613	78.7133	78.7689	78.7404	79.6865	81.4128	80.6037	80.3194	80.358	80.2209	79.9551	80.6546	78.3914	78.8814	80.324	80.2605	79.3792	76.5062	79.6202
840	53017	Douglas	77.2135	80.8907	84.5595	83.7851	83.0106	81.575	79.9381	79.3349	80.3561	81.3773	79.5009	82.3205	81.7311	81.1418	82.3033	81.0749	83.4325	81.7351	81.6789	84.0645	82.7292	81.3939	83.0047	83.4339	81.5179	83.4423	83.3763	84.7581	84.6413	83.536	82.4307	83.0093	82.3618	84.1792
