country_code	reg_code	name	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
840	53053	Pierce	72.0862	72.6586	73.1241	72.8466	73.2723	73.406	73.1734	73.622	74.5504	73.9515	74.6977	74.8465	74.2746	74.8718	74.9161	75.5722	75.6425	75.9095	76.0622	75.6372	76.1478	76.837	76.8875	76.8017	76.8655	76.6035	76.4576	76.5482	76.5863	76.778	77.2421	76.1373	74.009	75.1335
840	53055	San Juan	74.7592	74.7592	74.7592	76.1897	77.6203	79.0509	80.4815	81.9229	83.3643	82.6506	81.9369	81.2231	82.5877	81.6493	82.3843	83.1192	82.6591	82.199	81.7388	81.2787	80.8186	80.3585	79.8984	79.4383	79.9008	80.3634	80.1052	80.8301	81.5551	82.28	83.005	83.8319	83.8319	83.8319
840	53057	Skagit	74.8837	74.8837	74.6134	74.3431	75.1755	75.4746	75.7738	75.6535	76.1227	75.0396	75.7979	75.6499	75.5019	75.7954	76.089	77.1005	77.1581	77.1642	79.0878	76.5006	77.3958	77.8951	76.2141	77.747	78.2191	78.3306	76.9771	77.1428	77.7839	78.5012	78.4232	78.0398	74.2824	77.5663
840	53059	Skamania	72.0481	72.0481	72.0481	72.0481	72.0481	72.8526	73.6571	74.4616	75.2661	76.0706	76.8751	77.6796	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841	78.4841
840	53061	Snohomish	74.35	74.4007	75.2796	74.7068	74.6763	75.0086	75.9256	75.3315	75.6652	76.0432	75.8778	76.3537	76.381	76.5735	76.4495	77.0733	77.1831	77.9974	77.5667	78.2592	78.1817	78.3241	78.1948	78.4904	78.178	78.5314	78.1889	77.9956	78.1139	78.0395	78.748	77.4069	77.0439	77.6809
840	53063	Spokane	73.5597	73.6608	73.9846	73.9192	73.8492	74.4457	74.1024	74.7134	74.6288	75.0994	74.616	75.6947	75.496	74.9982	75.86	75.6344	76.8058	76.8091	76.3396	76.0404	76.8404	77.003	76.7884	76.3118	76.9719	76.7438	76.0366	76.5656	76.5295	76.9844	76.8352	75.4161	73.7761	75.0467
840	53065	Stevens	69.2795	69.2795	72.1233	73.5889	75.0546	73.5305	72.0063	73.1797	74.3531	75.5265	73.224	74.166	75.8016	73.4553	71.9533	72.8361	73.7189	74.6017	74.6434	74.6851	75.6419	75.5534	75.4649	75.312	76.0093	76.7066	74.6556	76.0839	78.5637	77.4282	78.1695	76.1285	72.5069	72.5069
840	53067	Thurston	75.4642	74.9127	75.1247	74.9167	74.9962	75.6915	75.6205	76.0439	76.4673	75.3472	76.3333	76.1995	76.4293	76.6591	76.8889	77.1187	77.2287	77.3388	77.4489	77.8766	78.4075	78.3501	78.3786	78.5004	78.6222	78.6538	78.2747	78.6292	78.5947	77.831	78.7118	76.7911	74.706	75.1532
840	53069	Wahkiakum	77.1153	77.1153	77.4119	74.2654	74.1726	74.0797	73.9869	71.382	68.7772	68.448	68.1188	67.7896	67.4604	67.1312	66.802	68.7858	70.7696	72.7533	74.7371	74.2743	75.4247	76.575	77.7254	78.8758	80.0261	81.1765	81.1765	81.1765	81.1765	81.1765	81.1765	81.1765	81.1765	81.1765
840	53071	Walla Walla	73.173	75.5281	73.4889	74.6602	73.8112	73.0502	75.2627	74.9163	75.9121	76.2709	75.1125	76.1356	76.8706	75.0947	75.6708	76.2469	76.823	76.592	76.8614	77.1307	77.7654	78.4977	78.0897	77.4908	77.1687	76.8465	79.3005	77.6456	76.9259	79.5005	79.9478	76.3642	75.4123	75.2641
840	53073	Whatcom	75.7385	74.8588	74.6123	76.0852	77.1436	75.5219	77.0313	76.8392	76.6471	76.2993	77.3722	77.2126	77.5354	76.2641	77.5691	77.4998	79.0671	78.8571	78.0007	78.894	77.9159	79.4683	79.44	79.2879	78.5577	79.7387	78.1744	78.665	78.8308	79.0313	77.8525	78.1202	77.3147	77.7102
840	53075	Whitman	78.3542	78.3542	77.4758	76.5973	77.2222	77.8471	78.4719	78.4865	78.5011	78.5157	78.5303	78.5449	78.5595	78.5741	78.5887	78.551	78.5134	78.4758	78.8462	79.2165	78.5996	77.6951	80.559	77.4003	80.1379	79.3226	76.396	77.4218	78.4476	79.988	80.3018	78.141	78.141	78.141
840	53077	Yakima	71.4512	72.0612	72.5717	73.0822	73.4936	73.6424	73.7612	72.8198	74.7165	74.5253	74.3498	75.493	74.6223	74.9892	75.0595	75.4926	75.6323	75.7719	75.7297	75.6875	75.6454	75.6103	76.6374	75.7265	76.4661	76.3581	76.5721	75.7268	75.5302	75.9638	75.3725	72.5856	71.6297	73.4536
