reg_code	age	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020	2021	2022	2023
53001	0	0.0128922529581449	0.0128922529581449	0.0128922529581449	0.00975481266420946	0.00949428027706599	0.00920948939994939	0.00893324112335878	0.00690746426786392	0.0052514614801506	0.0102059325355547	0.0072425782504582	0.0082643368695849	0.00943024176365085	0.00905498007684895	0.00869465134055996	0.00834866132142924	0.00803001434253455	0.00771047251076115	0.00739113032378341	0.00709701187993114	0.00681459741845025	0.00652131631280048	0.00626181075387165	0.00599232003145673	0.00573442743174502	0.00549839211884103	0.00549305765736437	0.00548772469969113	0.00549453748192107	0.00549206622271187	0.005489384430488	0.00550623488219933	0.00549734364347956	0.00550623488219933
53001	1	0.000938891252876193	0.000938891252876193	0.000938891252876193	0.000755003669437126	0.000739195349842965	0.000721806286837268	0.000704826289597854	0.000576472574173735	0.000465298399451067	0.000782160540731005	0.000598219910960693	0.000663225652184213	0.000735295261250635	0.000712323074397347	0.000690068587489418	0.000668509378055062	0.000648480788519768	0.00062822087032132	0.000607789567129051	0.000588800929177244	0.000570405536635962	0.000551125173388997	0.000533906851539474	0.000515860185831363	0.000498423518182354	0.000482405706631715	0.00048202795753582	0.000481650670491729	0.000482132712605652	0.000482130382096836	0.000481733814141981	0.000482851708060412	0.000482296064267327	0.000482851708060412
53001	2	0.000568376428498132	0.000568376428498132	0.000568376428498132	0.000415631846617034	0.000403193497185626	0.000389644732216061	0.00037655125492718	0.000282142669685338	0.000207427523574948	0.000437264979492084	0.000297550402673852	0.000345054438741297	0.000400142512411845	0.000382315361274815	0.000365282445460962	0.00034900838019435	0.00033409318341662	0.000319208662302579	0.000304408668580844	0.000290846652114502	0.00027788885067098	0.000264501880380603	0.000252717791334047	0.000240543407380644	0.000228955510131885	0.000218382155794762	0.000218147388877308	0.000217912604701483	0.000218212523583867	0.000218059994707037	0.000217994364564039	0.000218755083143573	0.000218344991170551	0.000218755083143573
53001	3	0.000446511218062991	0.000446511218062991	0.000446511218062991	0.000334462704927712	0.00032521167215018	0.000315109759658294	0.000305321638597445	0.000233901301312989	0.000176073585537457	0.000350502143318163	0.000245669018826539	0.000281666736050661	0.000322939174733505	0.000309633806010393	0.000296876629797539	0.000284645060097174	0.000273396304284562	0.000262132143970026	0.00025089186006803	0.000240554901999728	0.00023064383539748	0.000220367119426448	0.00021128780663995	0.000201873530410806	0.000192878722764956	0.000184653235756438	0.000184468371777557	0.000184283538655389	0.000184519656738776	0.000184423087199622	0.000184343232404561	0.000184931955305268	0.000184619142617764	0.000184931955305268
53001	4	0.000360924436673389	0.000360924436673389	0.000360924436673389	0.000272723288332883	0.000265404712416588	0.000257405804144154	0.000249647971220264	0.000192796386096311	0.000146381515772529	0.000285397844417692	0.000202196056026038	0.00023086811422986	0.000263605963516854	0.000253066604821704	0.000242948625370876	0.000233235177795122	0.000224291084531782	0.000215323593203182	0.000206363495860912	0.000198112776205535	0.00019019193259993	0.000181967990715313	0.000174692639658767	0.000167138890682221	0.000159911767508069	0.000153297897004585	0.000153148535897144	0.00015299921452144	0.000153189970165225	0.000153119565047738	0.000153045927077909	0.000153518257077357	0.000153268788925193	0.000153518257077357
53001	5	0.000310482791663871	0.000310482791663871	0.000310482791663871	0.000231675115301087	0.000225182875411713	0.000218096315956208	0.000211232772237688	0.000161247518013479	0.00012092323611409	0.00024293699943876	0.000169470880731636	0.00019465798345834	0.000223588443988029	0.000214256157768931	0.000205313388845637	0.000196743879280898	0.000188867264827429	0.000180984194748539	0.000173122337380589	0.000165896439769166	0.000158972141576286	0.000151796577677831	0.000145460789098145	0.000138895090375437	0.000132625749179625	0.0001268945568992	0.000126766014954034	0.000126637489114345	0.000126801675595478	0.000126731743845315	0.000126679550469342	0.000127090125650563	0.000126871421817078	0.000127090125650563
53001	6	0.000279790945686123	0.000279790945686123	0.000279790945686123	0.000209612286350637	0.000203817626215001	0.000197489890443275	0.000191358605983148	0.000146617408154726	0.000110385925937008	0.00021965886292507	0.000153989738221757	0.000176540716749565	0.000202394166198061	0.00019405976292302	0.000186068562613044	0.000178406432489655	0.000171359802278498	0.000164303365207467	0.000157261722269893	0.000150785831004123	0.000144576610909702	0.000138138161544201	0.000132449760699409	0.00012655135796075	0.000120915629572605	0.000115761852037328	0.000115646013566385	0.000115530194629014	0.000115678149452683	0.000115617740393651	0.000115567579128621	0.000115936436555118	0.000115740467688313	0.000115936436555118
53001	7	0.000259603559076192	0.000259603559076192	0.000259603559076192	0.000197375983048624	0.000192194366877938	0.000186527468706205	0.000181027660420667	0.00014059997692706	0.000107400060982173	0.000206342491257264	0.000147300472364014	0.000167698118722677	0.000190920358718386	0.000183451710064921	0.000176275228852809	0.000169379485730135	0.000163024334459947	0.000156646955513985	0.000150268993724881	0.000144390593300879	0.00013874215110504	0.0001328720819589	0.000127674234528343	0.000122272440056421	0.000117099191176525	0.000112362560595026	0.000112255212591418	0.000112147901116588	0.000112284991202363	0.000112238443642484	0.000112180666876868	0.000112518366363639	0.000112340808900068	0.000112518366363639
53001	8	0.000249936972948084	0.000249936972948084	0.000249936972948084	0.000191057048607545	0.000186139025057558	0.000180757406482041	0.00017553138031109	0.000137012845365948	0.000105217816356825	0.000199561443402359	0.000143410561929412	0.000162852182216134	0.000184929428458768	0.000177835140687424	0.000171013004944029	0.000164452580895642	0.000158401795803133	0.000152325164667188	0.000146243091695206	0.000140632894412364	0.000135237916277227	0.000129626657396693	0.000124653902016039	0.000119481792492798	0.000114524282885706	0.000109983283850324	0.000109880036992466	0.000109776832315079	0.000109908677227067	0.000109867457824033	0.000109807639364204	0.000110130886840689	0.000109961635232005	0.000110130886840689
53001	9	0.00024130690130333	0.00024130690130333	0.00024130690130333	0.00018629935083856	0.000181678701408352	0.000176617314450844	0.000171696932673003	0.000135251768657324	0.000104883287467697	0.000194279220530234	0.000141328832406518	0.000159736431626223	0.000180541557969471	0.000173866615002985	0.000167438456566925	0.000161247958597645	0.000155530277207146	0.000149780045838837	0.000144016172477611	0.000138691638069293	0.000133563961181751	0.000128222691316212	0.000123482070036707	0.000118543978550158	0.000113803363081968	0.00010945790423094	0.000109358488187993	0.000109259126013513	0.000109386064439639	0.000109352970921655	0.000109287476356232	0.000109595850050011	0.000109435706301214	0.000109595850050011
